latitud,longitud,barrio,cantidad_entregas,segmento
-34.510348,-58.492293,,1,baja
-34.787597,-58.165617,,4,baja
-34.599065,-58.450226,VILLA CRESPO,2,baja
-34.62646,-58.472401,FLORES,1,baja
-34.561021,-58.464271,BELGRANO,1,baja
-34.566014,-58.487056,VILLA URQUIZA,1,baja
-34.584669,-58.41718,PALERMO,2,baja
-34.591385,-58.568211,,1,baja
-34.425374,-58.691748,,2,baja
-34.511515,-58.718406,,2,baja
-34.38376,-58.826792,,3,baja
-34.778025,-58.206556,,3,baja
-34.628863,-58.467147,FLORES,2,baja
-34.580311,-58.434246,PALERMO,2,baja
-34.566853,-58.461882,BELGRANO,2,baja
-34.711408,-58.393185,,17,alta
-34.609882,-58.525566,VILLA DEVOTO,2,baja
-34.610285,-58.519552,VILLA DEVOTO,2,baja
-34.542774,-58.495311,,2,baja
-34.595992,-58.422842,PALERMO,2,baja
-34.664523,-58.351755,,1,baja
-34.687453,-58.591316,,3,baja
-34.647391,-58.499914,MATADEROS,2,baja
-34.708967,-58.329149,,1,baja
-34.563492,-58.466137,BELGRANO,2,baja
-34.572717,-58.544239,,2,baja
-34.725926,-58.330475,,2,baja
-34.555547,-58.476818,COGHLAN,5,media
-34.308965,-58.774696,,1,baja
-34.606078,-58.382764,SAN NICOLAS,3,baja
-34.670868,-58.582083,,9,media
-34.627916,-58.366631,BOCA,3,baja
-34.621067,-58.375575,SAN TELMO,1,baja
-34.80086,-58.385274,,1,baja
-34.693665,-58.604734,,3,baja
-34.65016,-58.49342,MATADEROS,4,baja
-34.688897,-58.467283,VILLA RIACHUELO,2,baja
-34.618408,-58.634363,,1,baja
-34.630492,-58.50677,VILLA LURO,1,baja
-34.611441,-58.400496,BALVANERA,2,baja
-34.736471,-58.257674,,1,baja
-34.567138,-58.434525,PALERMO,3,baja
-34.563146,-58.464682,BELGRANO,1,baja
-34.628723,-58.430164,PARQUE CHACABUCO,1,baja
-34.61973,-58.384538,CONSTITUCION,2,baja
-34.582479,-58.451671,CHACARITA,2,baja
-34.439395,-58.781029,,2,baja
-34.583429,-58.444305,PALERMO,1,baja
-34.686851,-58.347241,,12,alta
-34.507594,-58.515749,,3,baja
-34.595692,-58.443551,VILLA CRESPO,1,baja
-34.739378,-58.265915,,2,baja
-34.580793,-58.403667,PALERMO,1,baja
-34.567338,-58.447018,PALERMO,2,baja
-34.647079,-58.584657,,11,alta
-34.621061,-58.398546,SAN CRISTOBAL,4,baja
-34.654686,-58.516674,MATADEROS,2,baja
-34.514994,-58.491619,,14,alta
-34.50099,-58.66251,,1,baja
-34.630843,-58.41761,BOEDO,1,baja
-34.687065,-58.367457,,1,baja
-34.681538,-58.565039,,2,baja
-34.502451,-58.505182,,2,baja
-34.599675,-58.415996,ALMAGRO,4,baja
-34.588914,-58.412155,PALERMO,2,baja
-34.572709,-58.536341,,2,baja
-34.54035,-58.585588,,1,baja
-34.57083,-58.53645,,3,baja
-34.590402,-58.410354,RECOLETA,17,alta
-34.556954,-58.542799,,3,baja
-34.643414,-58.3931,BARRACAS,13,alta
-34.587376,-58.56551,,1,baja
-34.781317,-58.206296,,1,baja
-34.620791,-58.515424,MONTE CASTRO,3,baja
-34.621978,-58.379007,CONSTITUCION,2,baja
-34.636566,-58.414439,BOEDO,1,baja
-34.633715,-58.46814,FLORES,3,baja
-34.586854,-58.452667,CHACARITA,3,baja
-34.634599,-58.3686,BOCA,2,baja
-34.539784,-58.732307,,1,baja
-34.921623,-57.949963,,2,baja
-34.622052,-58.442187,CABALLITO,1,baja
-34.59266,-58.42998,PALERMO,1,baja
-34.65582,-58.48514,MATADEROS,1,baja
-34.616099,-58.390263,MONSERRAT,2,baja
-34.604444,-58.497694,VILLA DEL PARQUE,2,baja
-34.613049,-58.44629,CABALLITO,1,baja
-34.634472,-58.556738,,1,baja
-34.48266,-58.706406,,2,baja
-34.601407,-58.450613,VILLA CRESPO,4,baja
-34.628477,-58.438746,CABALLITO,7,media
-34.696796,-58.480204,,2,baja
-34.734041,-58.257812,,18,alta
-34.614414,-58.403289,BALVANERA,1,baja
-34.65195,-58.389964,BARRACAS,3,baja
-34.522222,-58.479308,,2,baja
-34.636599,-58.43806,PARQUE CHACABUCO,1,baja
-34.644515,-58.371067,BARRACAS,1,baja
-34.593966,-58.405713,RECOLETA,1,baja
-34.462621,-58.652914,,1,baja
-34.620342,-58.501104,MONTE CASTRO,3,baja
-34.670451,-58.701269,,1,baja
-34.792556,-58.254063,,5,media
-34.882335,-58.164324,,14,alta
-34.806048,-58.360863,,1,baja
-34.560203,-58.461416,BELGRANO,2,baja
-34.391992,-58.728977,,2,baja
-34.649873,-58.386775,BARRACAS,3,baja
-34.573887,-58.431641,PALERMO,2,baja
-34.599085,-58.510997,VILLA DEVOTO,2,baja
-34.629835,-58.471527,FLORES,2,baja
-34.589035,-58.491735,AGRONOMIA,15,alta
-34.564577,-58.551324,,2,baja
-34.645759,-58.520264,LINIERS,1,baja
-34.550706,-58.548993,,2,baja
-34.617532,-58.376545,SAN TELMO,1,baja
-34.505183,-58.752304,,1,baja
-34.644367,-58.392482,BARRACAS,8,media
-34.652376,-58.4835,PARQUE AVELLANEDA,1,baja
-34.592296,-58.39343,RECOLETA,4,baja
-34.567027,-58.434865,PALERMO,2,baja
-34.503436,-58.486477,,2,baja
-34.499329,-58.497085,,1,baja
-34.912819,-57.943576,,1,baja
-34.642467,-58.432696,PARQUE CHACABUCO,2,baja
-34.556539,-58.467214,NUÑEZ,1,baja
-34.475246,-58.550668,,5,media
-34.796783,-58.376478,,10,alta
-34.755626,-58.325909,,1,baja
-34.564562,-58.484144,VILLA URQUIZA,2,baja
-34.510499,-58.505007,,2,baja
-34.635275,-58.855131,,2,baja
-34.632716,-58.448615,PARQUE CHACABUCO,1,baja
-34.736328,-58.321473,,1,baja
-34.672263,-58.605002,,2,baja
-34.61132,-58.3974,BALVANERA,3,baja
-34.576691,-58.436126,PALERMO,2,baja
-34.645082,-58.396956,BARRACAS,19,alta
-34.788184,-58.40197,,2,baja
-34.579765,-58.458156,CHACARITA,16,alta
-34.495108,-58.564575,,3,baja
-34.521113,-58.565323,,2,baja
-34.589618,-58.410356,RECOLETA,2,baja
-34.624458,-58.447641,CABALLITO,2,baja
-34.802175,-58.14137,,2,baja
-34.588411,-58.481645,PARQUE CHAS,1,baja
-34.720443,-58.28474,,1,baja
-34.617532,-58.376545,SAN TELMO,1,baja
-34.660149,-58.515217,MATADEROS,1,baja
-34.600833,-58.396271,BALVANERA,2,baja
-34.60824,-58.638835,,3,baja
-34.466631,-58.504958,,2,baja
-34.800693,-58.455025,,17,alta
-34.60543,-58.406012,BALVANERA,2,baja
-34.60461,-58.39471,BALVANERA,1,baja
-34.613096,-58.49187,VILLA SANTA RITA,2,baja
-34.630761,-58.576554,,2,baja
-34.674339,-58.470058,VILLA LUGANO,2,baja
-34.581753,-58.411828,PALERMO,7,media
-34.764424,-58.185143,,1,baja
-34.528768,-58.547448,,2,baja
-34.551986,-58.476515,SAAVEDRA,3,baja
-34.618227,-58.412794,ALMAGRO,1,baja
-34.624577,-58.501297,VELEZ SARSFIELD,1,baja
-34.489616,-58.500281,,1,baja
-34.673915,-58.474024,VILLA LUGANO,3,baja
-34.65366,-58.54348,,2,baja
-34.614445,-58.393318,BALVANERA,2,baja
-34.46132,-58.574294,,6,media
-34.566423,-58.455595,BELGRANO,8,media
-34.633942,-58.450414,PARQUE CHACABUCO,2,baja
-34.682457,-58.575997,,1,baja
-34.600836,-58.368963,SAN NICOLAS,1,baja
-34.903261,-57.981852,,1,baja
-34.466099,-58.630217,,1,baja
-34.579305,-58.593758,,2,baja
-34.592678,-58.505536,VILLA DEVOTO,2,baja
-34.569143,-58.451177,COLEGIALES,2,baja
-34.649171,-58.479869,PARQUE AVELLANEDA,2,baja
-34.653227,-58.545508,,4,baja
-34.562464,-58.461999,BELGRANO,1,baja
-34.621876,-58.414867,BOEDO,3,baja
-34.601694,-58.416532,ALMAGRO,2,baja
-34.586308,-58.65724,,2,baja
-34.902661,-58.494965,,1,baja
-34.639002,-58.457832,FLORES,2,baja
-34.554136,-58.513341,,3,baja
-34.616773,-58.537359,,2,baja
-34.588243,-58.426551,PALERMO,2,baja
-34.561,-58.443689,BELGRANO,8,media
-34.666581,-58.593806,,15,alta
-34.626037,-58.438816,CABALLITO,2,baja
-34.586827,-58.488593,AGRONOMIA,1,baja
-34.566379,-58.442694,PALERMO,1,baja
-34.538092,-58.484187,,1,baja
-34.757469,-58.405639,,1,baja
-34.58224,-58.44292,PALERMO,2,baja
-34.726119,-58.293237,,6,media
-34.441644,-58.559404,,3,baja
-34.637889,-58.364183,BOCA,1,baja
-34.675148,-58.34165,,9,media
-34.593218,-58.435136,VILLA CRESPO,2,baja
-34.583963,-58.42811,PALERMO,2,baja
-34.594618,-58.432428,VILLA CRESPO,1,baja
-34.692195,-58.723348,,2,baja
-34.702692,-58.711056,,2,baja
-34.507995,-58.515058,,2,baja
-34.647567,-58.403135,NUEVA POMPEYA,2,baja
-34.738175,-58.281802,,4,baja
-34.581012,-58.426847,PALERMO,2,baja
-34.975542,-57.999416,,3,baja
-34.488881,-58.74157,,2,baja
-34.612193,-58.475586,VILLA GRAL. MITRE,1,baja
-34.640065,-58.414715,NUEVA POMPEYA,2,baja
-34.739976,-58.459897,,1,baja
-34.523267,-58.545326,,2,baja
-34.602299,-58.395001,BALVANERA,2,baja
-34.688759,-58.347865,,1,baja
-34.801443,-58.431582,,7,media
-34.501308,-58.646328,,1,baja
-34.56276,-58.444074,BELGRANO,2,baja
-34.561631,-58.459555,BELGRANO,3,baja
-34.596468,-58.469353,PATERNAL,1,baja
-34.648697,-58.557737,,1,baja
-34.669159,-58.483511,VILLA LUGANO,2,baja
-34.393822,-58.644796,,15,alta
-34.635549,-58.552149,,19,alta
-34.582383,-58.436422,PALERMO,1,baja
-34.73257,-58.399002,,2,baja
-34.487818,-58.498751,,2,baja
-34.67623,-58.533856,,2,baja
-34.658229,-58.562984,,1,baja
-34.609247,-58.566579,,5,media
-34.597977,-58.415811,ALMAGRO,2,baja
-34.572918,-58.49348,VILLA URQUIZA,2,baja
-34.757602,-58.210384,,1,baja
-34.854885,-58.492465,,1,baja
-34.746948,-58.223541,,2,baja
-34.520452,-58.552217,,1,baja
-34.611746,-58.431466,CABALLITO,36,alta
-34.571139,-58.564597,,1,baja
-34.588985,-58.431604,PALERMO,2,baja
-34.601923,-58.371891,SAN NICOLAS,2,baja
-34.627346,-58.459905,FLORES,2,baja
-34.6272,-58.427325,PARQUE CHACABUCO,1,baja
-34.739154,-58.255621,,5,media
-34.531676,-58.721817,,1,baja
-34.468338,-58.653634,,2,baja
-34.521516,-58.474642,,1,baja
-34.631445,-58.598246,,2,baja
-34.641186,-58.517547,LINIERS,2,baja
-34.866405,-58.195412,,1,baja
-34.586973,-58.50532,VILLA PUEYRREDON,2,baja
-34.523564,-58.537711,,2,baja
-34.711813,-58.264891,,1,baja
-34.635342,-58.489628,VELEZ SARSFIELD,2,baja
-34.4675,-58.552757,,3,baja
-34.560039,-58.445628,BELGRANO,2,baja
-34.60039,-58.570883,,2,baja
-34.609856,-58.439385,CABALLITO,2,baja
-34.612021,-58.432525,CABALLITO,1,baja
-34.658522,-58.518095,MATADEROS,15,alta
-34.57621,-58.413054,PALERMO,3,baja
-34.599406,-58.411887,BALVANERA,1,baja
-34.51972,-58.513077,,1,baja
-34.641049,-58.524271,LINIERS,2,baja
-34.55323,-58.460881,NUÑEZ,5,media
-34.58836,-58.417616,PALERMO,2,baja
-34.593348,-58.502742,VILLA PUEYRREDON,2,baja
-34.805588,-58.39948,,5,media
-34.529479,-58.492144,,1,baja
-34.635267,-58.465343,FLORES,3,baja
-34.619602,-58.418829,ALMAGRO,2,baja
-34.755644,-58.231434,,1,baja
-34.890456,-58.378386,,1,baja
-34.431786,-58.55529,,7,media
-34.650268,-58.541203,,2,baja
-34.706222,-58.289189,,1,baja
-34.765517,-58.605311,,2,baja
-34.57276,-58.50557,VILLA PUEYRREDON,2,baja
-34.556536,-58.675659,,3,baja
-34.762001,-58.211296,,4,baja
-34.791261,-58.165491,,2,baja
-34.549357,-58.47207,SAAVEDRA,3,baja
-34.458458,-58.780348,,1,baja
-34.628799,-58.440678,CABALLITO,1,baja
-34.611648,-58.489697,VILLA SANTA RITA,2,baja
-34.588287,-58.573033,,2,baja
-34.717972,-58.520529,,3,baja
-34.627376,-58.419119,BOEDO,2,baja
-34.597093,-58.430199,VILLA CRESPO,1,baja
-34.60824,-58.83918,,4,baja
-34.613579,-58.372088,MONSERRAT,1,baja
-34.674819,-58.560141,,2,baja
-34.744922,-58.405082,,1,baja
-34.589144,-58.602665,,8,media
-34.49659,-58.70733,,4,baja
-34.678674,-58.489787,VILLA LUGANO,5,media
-34.733457,-58.386364,,1,baja
-34.558256,-58.441722,BELGRANO,2,baja
-34.526517,-58.547662,,2,baja
-34.776535,-58.423477,,20,alta
-34.587236,-58.500049,VILLA PUEYRREDON,2,baja
-34.67439,-58.593841,,2,baja
-34.618017,-58.472651,VILLA SANTA RITA,1,baja
-34.598384,-58.42169,ALMAGRO,2,baja
-34.642182,-58.452842,FLORES,1,baja
-34.610686,-58.488619,VILLA SANTA RITA,2,baja
-34.779884,-58.220003,,1,baja
-34.725569,-58.524468,,1,baja
-34.681077,-58.359538,,1,baja
-34.579585,-58.569496,,2,baja
-34.70439,-58.51417,,2,baja
-34.631349,-58.46617,FLORES,2,baja
-34.670603,-58.354315,,2,baja
-34.704524,-58.316307,,2,baja
-34.619651,-58.442528,CABALLITO,2,baja
-34.629149,-58.406259,SAN CRISTOBAL,3,baja
-34.56842,-58.490634,VILLA URQUIZA,2,baja
-34.591403,-58.411306,RECOLETA,2,baja
-34.773954,-58.309827,,1,baja
-34.814716,-58.357421,,1,baja
-34.570341,-58.485504,VILLA URQUIZA,1,baja
-34.585622,-58.397458,RECOLETA,1,baja
-34.566455,-58.545083,,2,baja
-34.749848,-58.384222,,1,baja
-34.583439,-58.479782,PARQUE CHAS,1,baja
-34.604234,-58.593843,,1,baja
-34.667653,-58.589811,,2,baja
-34.470821,-58.535963,,2,baja
-34.705268,-58.320207,,1,baja
-34.55964,-58.61527,,2,baja
-34.709595,-58.268498,,2,baja
-34.681158,-58.587532,,2,baja
-34.568978,-58.45786,BELGRANO,2,baja
-34.716631,-58.542144,,1,baja
-34.65558,-58.602781,,1,baja
-34.626007,-58.42104,BOEDO,1,baja
-34.70263,-58.516224,,2,baja
-34.86666,-58.197996,,1,baja
-34.738348,-58.26111,,5,media
-34.574025,-58.607047,,1,baja
-34.553791,-58.460457,NUÑEZ,2,baja
-34.553259,-58.548423,,3,baja
-34.537912,-58.759431,,1,baja
-34.641614,-58.494066,VILLA LURO,1,baja
-34.592019,-58.390415,RECOLETA,2,baja
-34.543491,-58.461847,NUÑEZ,1,baja
-34.68804,-58.7327,,2,baja
-34.682096,-58.716602,,1,baja
-34.490606,-58.502631,,2,baja
-34.591093,-58.512468,VILLA DEVOTO,2,baja
-34.601582,-58.434167,VILLA CRESPO,1,baja
-34.597634,-58.439239,VILLA CRESPO,1,baja
-34.509074,-58.533008,,1,baja
-34.777738,-58.195167,,1,baja
-34.736054,-58.409006,,2,baja
-34.48007,-58.493959,,2,baja
-34.633988,-58.647768,,1,baja
-34.579686,-58.455018,CHACARITA,25,alta
-34.782403,-58.288682,,2,baja
-34.60711,-58.422795,ALMAGRO,1,baja
-34.640678,-58.526094,LINIERS,2,baja
-34.616379,-58.453756,CABALLITO,2,baja
-34.563213,-58.717292,,1,baja
-34.609856,-58.439385,CABALLITO,2,baja
-34.532821,-58.473836,,17,alta
-34.628511,-58.40981,SAN CRISTOBAL,1,baja
-34.653078,-58.580512,,2,baja
-34.76013,-58.580599,,3,baja
-34.688522,-58.610896,,1,baja
-34.643686,-58.458079,FLORES,11,alta
-34.451894,-58.531636,,2,baja
-34.499004,-58.655872,,2,baja
-34.520464,-58.484774,,2,baja
-34.801514,-58.158263,,1,baja
-34.653603,-58.620063,,1,baja
-34.621941,-58.470532,FLORES,2,baja
-34.573624,-58.652882,,1,baja
-34.60933,-58.455731,CABALLITO,2,baja
-34.597132,-58.40831,RECOLETA,2,baja
-34.597965,-58.388151,RECOLETA,24,alta
-34.608151,-58.417249,ALMAGRO,2,baja
-34.595462,-58.576157,,2,baja
-34.699553,-58.311968,,5,media
-34.50065,-58.508234,,1,baja
-34.59703,-58.403426,RECOLETA,1,baja
-34.638671,-58.389854,BARRACAS,2,baja
-34.45447,-58.661858,,2,baja
-34.651968,-58.515136,MATADEROS,2,baja
-34.687308,-58.481782,VILLA LUGANO,1,baja
-34.588937,-58.433884,PALERMO,1,baja
-34.644005,-58.459657,FLORES,3,baja
-34.60783,-58.388328,SAN NICOLAS,2,baja
-34.69975,-58.645063,,4,baja
-34.62551,-58.49842,VELEZ SARSFIELD,1,baja
-34.687636,-58.402063,,2,baja
-34.615471,-58.37612,MONSERRAT,2,baja
-34.577883,-58.412975,PALERMO,2,baja
-34.585871,-58.406334,RECOLETA,2,baja
-34.576922,-58.413715,PALERMO,1,baja
-34.626601,-58.459793,FLORES,2,baja
-34.426375,-58.732837,,1,baja
-34.934739,-57.941819,,3,baja
-34.538645,-58.46641,NUÑEZ,3,baja
-34.665967,-58.511843,MATADEROS,4,baja
-34.679443,-58.571427,,5,media
-34.53841,-58.566299,,2,baja
-34.527252,-58.509868,,7,media
-34.61894,-58.42167,ALMAGRO,2,baja
-34.467221,-58.574984,,1,baja
-34.592428,-58.504983,VILLA DEVOTO,2,baja
-34.626161,-58.526761,VERSALLES,1,baja
-34.532091,-58.573219,,2,baja
-34.459853,-58.648668,,1,baja
-34.636918,-58.455425,FLORES,1,baja
-34.467134,-58.800971,,4,baja
-34.720951,-58.296566,,19,alta
-34.635284,-58.554493,,1,baja
-34.710798,-58.269366,,1,baja
-34.584671,-58.497273,VILLA PUEYRREDON,2,baja
-34.739453,-58.246286,,1,baja
-34.583204,-58.4192,PALERMO,1,baja
-34.52445,-58.483671,,1,baja
-34.648019,-58.416624,NUEVA POMPEYA,1,baja
-34.551803,-58.572395,,2,baja
-34.618708,-58.391822,SAN CRISTOBAL,1,baja
-34.585012,-58.46152,VILLA ORTUZAR,2,baja
-34.76889,-58.225466,,2,baja
-34.635016,-58.454332,FLORES,2,baja
-34.460395,-58.527379,,2,baja
-34.62667,-58.454956,FLORES,1,baja
-34.594557,-58.390149,RECOLETA,2,baja
-34.569685,-58.489608,VILLA URQUIZA,2,baja
-34.614164,-58.427483,ALMAGRO,19,alta
-34.681542,-58.346156,,10,alta
-34.763691,-58.371153,,2,baja
-34.614488,-58.43872,CABALLITO,1,baja
-34.692297,-58.406016,,5,media
-34.630102,-58.490801,VELEZ SARSFIELD,2,baja
-34.609129,-58.56143,,11,alta
-34.739445,-58.35466,,1,baja
-34.648092,-58.613671,,2,baja
-34.604903,-58.454213,VILLA CRESPO,2,baja
-34.615302,-58.590843,,3,baja
-34.607838,-58.439455,CABALLITO,2,baja
-34.510284,-58.532155,,1,baja
-34.52815,-58.51011,,2,baja
-34.641333,-58.508349,LINIERS,1,baja
-34.601561,-58.375188,SAN NICOLAS,1,baja
-34.533515,-58.475686,,2,baja
-34.60671,-58.459134,CABALLITO,13,alta
-34.601547,-58.647696,,1,baja
-34.393382,-58.827283,,1,baja
-34.634354,-58.808192,,1,baja
-34.52083,-58.53368,,3,baja
-34.572739,-58.487918,VILLA URQUIZA,1,baja
-34.584661,-58.484566,PARQUE CHAS,2,baja
-34.573074,-58.685765,,7,media
-34.709659,-58.522324,,3,baja
-34.611585,-58.424937,ALMAGRO,5,media
-34.607452,-58.449731,CABALLITO,2,baja
-34.619913,-58.376241,SAN TELMO,2,baja
-34.61517,-58.431046,CABALLITO,2,baja
-34.613647,-58.39636,BALVANERA,2,baja
-34.68677,-58.582529,,17,alta
-34.592238,-58.500447,AGRONOMIA,2,baja
-34.72148,-58.60151,,2,baja
-34.493095,-58.546747,,1,baja
-34.886631,-58.558319,,5,media
-34.599448,-58.539682,,2,baja
-34.578109,-58.432828,PALERMO,1,baja
-34.573003,-58.48109,VILLA URQUIZA,3,baja
-34.549951,-58.461948,NUÑEZ,2,baja
-34.537153,-58.542774,,2,baja
-34.675027,-58.570743,,1,baja
-34.552327,-58.714444,,1,baja
-34.642578,-58.491665,VILLA LURO,2,baja
-34.495865,-58.546392,,1,baja
-34.606167,-58.497802,VILLA DEL PARQUE,1,baja
-34.805991,-58.411386,,1,baja
-34.602002,-58.46572,PATERNAL,3,baja
-34.635859,-58.357307,BOCA,4,baja
-34.61525,-58.54966,,2,baja
-34.48343,-58.57233,,2,baja
-34.648511,-58.620042,,1,baja
-34.721969,-58.257517,,1,baja
-34.586812,-58.413191,PALERMO,1,baja
-34.62616,-58.44333,CABALLITO,1,baja
-34.584791,-58.416776,PALERMO,3,baja
-34.570963,-58.442471,PALERMO,2,baja
-34.596285,-58.415071,RECOLETA,1,baja
-34.584267,-58.417503,PALERMO,17,alta
-34.610413,-58.452619,CABALLITO,2,baja
-34.892128,-57.971346,,1,baja
-34.614291,-58.52938,VILLA REAL,2,baja
-34.724387,-58.280469,,1,baja
-34.599522,-58.448353,VILLA CRESPO,2,baja
-34.613946,-58.395159,BALVANERA,9,media
-34.841586,-58.274542,,4,baja
-34.601147,-58.857616,,2,baja
-34.428513,-58.582297,,4,baja
-34.541549,-58.479513,SAAVEDRA,1,baja
-34.494203,-58.508564,,2,baja
-34.48733,-58.49971,,3,baja
-34.563328,-58.467135,BELGRANO,2,baja
-34.628421,-58.362087,BOCA,2,baja
-34.702511,-58.510795,,3,baja
-34.746766,-58.394302,,1,baja
-34.688323,-58.304461,,16,alta
-34.644702,-58.496763,MATADEROS,2,baja
-34.771481,-58.193656,,1,baja
-34.693316,-58.340939,,1,baja
-34.567669,-58.53438,,11,alta
-34.574128,-58.48485,VILLA URQUIZA,2,baja
-34.618399,-58.5184,VILLA DEVOTO,1,baja
-34.570161,-58.449995,COLEGIALES,2,baja
-34.733527,-58.285982,,7,media
-34.896354,-58.555501,,1,baja
-34.674642,-58.485904,VILLA LUGANO,2,baja
-34.469153,-58.527159,,2,baja
-34.571407,-58.49301,VILLA URQUIZA,2,baja
-34.631202,-58.509675,VILLA LURO,2,baja
-34.500708,-58.640912,,2,baja
-34.590077,-58.390249,RECOLETA,7,media
-34.63248,-58.46166,FLORES,1,baja
-34.614753,-58.476604,VILLA SANTA RITA,1,baja
-34.811717,-58.26934,,2,baja
-34.580162,-58.472033,VILLA ORTUZAR,17,alta
-34.863783,-58.390516,,2,baja
-34.476806,-58.616374,,1,baja
-34.481917,-58.555288,,2,baja
-34.4946,-58.516971,,1,baja
-34.69304,-58.518918,,16,alta
-34.649488,-58.555662,,2,baja
-34.77697,-58.197672,,4,baja
-34.622712,-58.404882,SAN CRISTOBAL,8,media
-34.618681,-58.452651,CABALLITO,1,baja
-34.5977,-58.45617,VILLA CRESPO,3,baja
-34.872759,-58.198744,,1,baja
-34.601047,-58.454768,VILLA CRESPO,13,alta
-34.747282,-58.425041,,2,baja
-34.500721,-58.733455,,1,baja
-34.946325,-57.941459,,1,baja
-34.588296,-58.435085,PALERMO,5,media
-34.648702,-58.474128,PARQUE AVELLANEDA,8,media
-34.49654,-58.48447,,2,baja
-34.610448,-58.396018,BALVANERA,4,baja
-34.87242,-58.074495,,1,baja
-34.610599,-58.527559,VILLA DEVOTO,2,baja
-34.61394,-58.42644,ALMAGRO,1,baja
-34.596329,-58.403555,RECOLETA,1,baja
-34.534457,-58.561334,,2,baja
-34.714398,-58.351123,,1,baja
-34.609122,-58.387079,MONSERRAT,1,baja
-34.612852,-58.362734,PUERTO MADERO,14,alta
-34.57023,-58.50141,VILLA URQUIZA,3,baja
-34.51146,-58.515296,,2,baja
-34.573885,-58.4332,PALERMO,19,alta
-34.355371,-58.80425,,3,baja
-34.577502,-58.590194,,2,baja
-34.68699,-58.326224,,1,baja
-34.579566,-58.433789,PALERMO,4,baja
-34.566359,-58.455962,BELGRANO,1,baja
-34.716651,-58.269121,,5,media
-34.572211,-58.487005,VILLA URQUIZA,2,baja
-34.726551,-58.286047,,14,alta
-34.642342,-58.36329,BOCA,1,baja
-34.615167,-58.418704,ALMAGRO,2,baja
-34.644892,-58.499974,MATADEROS,1,baja
-34.584041,-58.406246,RECOLETA,2,baja
-34.633514,-58.456719,FLORES,1,baja
-34.617272,-58.429073,CABALLITO,2,baja
-34.498582,-58.576427,,1,baja
-34.819528,-58.350137,,1,baja
-34.600325,-58.373917,SAN NICOLAS,1,baja
-34.573303,-58.481422,VILLA URQUIZA,10,alta
-34.414176,-58.592383,,1,baja
-34.624782,-58.409071,SAN CRISTOBAL,2,baja
-34.622441,-58.459194,FLORES,2,baja
-34.4963,-58.5507,,2,baja
-34.624293,-58.432335,CABALLITO,1,baja
-34.651912,-58.385089,BARRACAS,1,baja
-34.561038,-58.450452,BELGRANO,1,baja
-34.819366,-58.465047,,7,media
-34.485251,-58.750865,,3,baja
-34.871759,-58.186108,,3,baja
-34.497341,-58.566716,,2,baja
-34.520464,-58.484774,,1,baja
-34.589539,-58.399504,RECOLETA,3,baja
-34.486643,-58.486478,,3,baja
-34.417856,-58.777531,,2,baja
-34.90204,-57.985571,,1,baja
-34.349313,-58.742437,,5,media
-34.58342,-58.40082,PALERMO,1,baja
-34.547539,-58.460898,NUÑEZ,1,baja
-34.597751,-58.428014,VILLA CRESPO,2,baja
-34.600842,-58.420466,ALMAGRO,1,baja
-34.609811,-58.420369,ALMAGRO,2,baja
-34.619384,-58.86496,,2,baja
-34.712395,-58.794241,,1,baja
-34.510019,-58.480427,,2,baja
-34.536826,-58.528795,,1,baja
-34.82471,-58.63661,,2,baja
-34.598034,-58.587426,,17,alta
-34.682852,-58.404104,,8,media
-34.608214,-58.522167,VILLA DEVOTO,2,baja
-34.682877,-58.359386,,2,baja
-34.614797,-58.459989,FLORES,2,baja
-34.616607,-58.440258,CABALLITO,8,media
-34.917027,-57.989184,,13,alta
-34.573504,-58.483331,VILLA URQUIZA,13,alta
-34.638879,-58.507493,VILLA LURO,2,baja
-34.560995,-58.4756,COGHLAN,1,baja
-34.552708,-58.761832,,3,baja
-34.693005,-58.425346,,1,baja
-34.52159,-58.50025,,1,baja
-34.772453,-58.315547,,1,baja
-34.736893,-58.372586,,1,baja
-34.881043,-58.056821,,1,baja
-34.450604,-58.728947,,2,baja
-34.639955,-58.508122,VILLA LURO,2,baja
-34.678573,-58.667857,,1,baja
-34.755542,-58.270379,,24,alta
-34.620395,-58.39184,SAN CRISTOBAL,1,baja
-34.615858,-58.826205,,4,baja
-34.664299,-58.400349,,5,media
-34.38535,-58.836617,,1,baja
-34.594735,-58.532702,,1,baja
-34.590186,-58.391633,RECOLETA,1,baja
-34.604656,-58.495168,VILLA DEL PARQUE,2,baja
-34.891026,-57.95061,,1,baja
-34.695823,-58.674282,,2,baja
-34.638199,-58.366121,BOCA,12,alta
-34.573507,-58.483296,VILLA URQUIZA,1,baja
-34.564006,-58.436435,PALERMO,2,baja
-34.869178,-58.04135,,1,baja
-34.574339,-58.488944,VILLA URQUIZA,1,baja
-34.565761,-58.440529,PALERMO,2,baja
-34.601864,-58.441738,VILLA CRESPO,1,baja
-34.579582,-58.453287,COLEGIALES,2,baja
-34.626124,-58.485125,FLORESTA,1,baja
-34.630008,-58.51784,VERSALLES,3,baja
-34.607891,-58.397698,BALVANERA,2,baja
-34.610234,-58.44538,CABALLITO,2,baja
-34.506739,-58.549349,,2,baja
-34.69202,-58.594462,,1,baja
-34.620328,-58.445152,CABALLITO,2,baja
-34.52198,-58.510432,,1,baja
-34.577267,-58.424551,PALERMO,1,baja
